고유 아이디,고유 아이디2,파일 저장명,파일 원본명,파일 섬네일명,파일 저장 경로,파일 크기,파일 종류,사용유무,파일명
369,19,20131224113403051.JPG,014_티라노사우루스_02.JPG,thum_20131224113403051.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113403051.JPG,238247,image/jpeg,Y,티라노사우루스 두개골
375,20,20131224113909277.JPG,004_티라노사우루스_02.JPG,thum_20131224113909277.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113909277.JPG,273822,image/jpeg,Y,티라노사우루스 측면
381,258,20131224114111607.JPG,042_티라노사우루스_02.JPG,thum_20131224114111607.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114111607.JPG,204144,image/jpeg,Y,티라노사우루스 두개골 정면
386,259,20131224114251366.JPG,062_티라노사우루스_03.JPG,thum_20131224114251366.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114251366.JPG,60697,image/jpeg,Y,티라노사우루스 앞면
394,262,20131224114841475.jpg,106_티라노사우루스_01.jpg,thum_20131224114841475.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114841475.jpg,98102,image/jpeg,Y,티라노사우루스 윗면
403,263,20131224115119559.JPG,058_트리케라톱스_02.JPG,thum_20131224115119559.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224115119559.JPG,266597,image/jpeg,Y,트리케라톱스 측면
423,15,20131224120239895.JPG,004_트리케라톱스_03.JPG,thum_20131224120239895.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224120239895.JPG,365177,image/jpeg,Y,트리케라톱스 측면
432,266,20131224130619093.JPG,032_트리케라톱스_03.JPG,thum_20131224130619093.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130619093.JPG,219234,image/jpeg,Y,트리케라톱스 골격 측면
437,267,20131224130813480.JPG,042_트리케라톱스_05.JPG,thum_20131224130813480.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130813480.JPG,258826,image/jpeg,Y,트리케라톱스 골격 측면
451,275,20131224131707775.JPG,090_투오지앙고사우루스_02.JPG,thum_20131224131707775.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131707775.JPG,49554,image/jpeg,Y,투오지앙고사우루스 골격 앞면
462,280,20131224132902616.JPG,106_테논토사우루스발골격_02.JPG,thum_20131224132902616.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224132902616.JPG,36847,image/jpeg,Y,테논토사우루스 발 골격
466,282,20131224133208718.JPG,015_타르보사우루스_03.JPG,thum_20131224133208718.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224133208718.JPG,196118,image/jpeg,Y,타르보사우루스 골격 후면
477,285,20131224134413057.JPG,106_코엘로피시스쇄골_01.JPG,thum_20131224134413057.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134413057.JPG,40032,image/jpeg,Y,코엘로피시스 쇄골
481,287,20131224134629371.jpg,098_코엘로피시스(왼쪽)_01.jpg,thum_20131224134629371.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134629371.jpg,34734,image/jpeg,Y,코엘로피시스 두개골(왼쪽)
487,291,20131224135259665.JPG,106_캄프토사우루스발골격_01.JPG,thum_20131224135259665.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135259665.JPG,43112,image/jpeg,Y,캄프토사우루스 발 골격
494,294,20131224135702834.JPG,004_카마라사우루스_01.JPG,thum_20131224135702834.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135702834.JPG,372591,image/jpeg,Y,카마라사우루스 앞면
512,300,20131224140842719.JPG,058_오우라노사우루스_04.JPG,thum_20131224140842719.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140842719.JPG,328386,image/jpeg,Y,오우라노사우루스 앞면
519,303,20131224141314868.JPG,106_디플로도쿠스다리뼈_01.JPG,thum_20131224141314868.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141314868.JPG,59020,image/jpeg,Y,디플로도쿠스 다리뼈
529,309,20131224141636653.JPG,062_오비랩터의둥지화석_02.JPG,thum_20131224141636653.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141636653.JPG,49476,image/jpeg,Y,오비랩터의 둥지화석
532,311,20131224141920219.JPG,004_오르니톨레스테스_02.JPG,thum_20131224141920219.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141920219.JPG,362269,image/jpeg,Y,오르니톨레스테스 측면
534,312,20131224142327909.JPG,106_에오랍토르발자국_02.JPG,thum_20131224142327909.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142327909.JPG,49058,image/jpeg,Y,에오랍토르 발자국
537,315,20131224142637661.JPG,014_에드몬토사우루스_01.JPG,thum_20131224142637661.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142637661.JPG,243164,image/jpeg,Y,에드몬토사우루스 골격
539,317,20131224142754569.JPG,106_루펭고사우루스골격_01.JPG,thum_20131224142754569.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142754569.JPG,67296,image/jpeg,Y,루펭고사우루스 골격
296,230,20131223172950716.jpg,106_헤레라사우루스_01.jpg,thum_20131223172950716.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131223172950716.jpg,55123,image/jpeg,Y,헤레라사우루스 골격
298,230,20131223172950983.JPG,106_헤레라사우루스_03.JPG,thum_20131223172950983.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223172950983.JPG,69007,image/jpeg,Y,헤레라사우루스 골격
309,232,20131223173517336.JPG,106_플라테오사우루스발골격_01.JPG,thum_20131223173517336.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223173517336.JPG,39997,image/jpeg,Y,플라테오사우루스 발 골격
311,232,20131223173517584.JPG,106_플라테오사우루스발자국_01.JPG,thum_20131223173517584.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223173517584.JPG,46900,image/jpeg,Y,플라테오사우루스 발자국
328,240,20131223175134816.JPG,004_프로토케라톱스_04.JPG,thum_20131223175134816.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223175134816.JPG,357816,image/jpeg,Y,프로토케라톱스 앞면
343,246,20131223180523533.JPG,004_파키케팔로사우루스_02.JPG,thum_20131223180523533.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223180523533.JPG,375786,image/jpeg,Y,파키케팔로사우루스 측면
345,247,20131223181733945.JPG,042_파키케팔로사우루스_01.JPG,thum_20131223181733945.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223181733945.JPG,266229,image/jpeg,Y,파키케팔로사우루스 골격 측면
373,21,20131224113707121.JPG,032_티라노사우루스_03.JPG,thum_20131224113707121.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113707121.JPG,144855,image/jpeg,Y,티라노사우루스 두개골
392,261,20131224114546475.JPG,090_티라노사우루스_05.JPG,thum_20131224114546475.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114546475.JPG,57296,image/jpeg,Y,티라노사우루스 측면
401,262,20131224114842370.JPG,106_티라노사우루스복부늑골_01.JPG,thum_20131224114842370.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114842370.JPG,52299,image/jpeg,Y,티라노사우루스 복부 늑골
406,16,20131224115205533.jpg,010_트리케라톱스_01.jpg,thum_20131224115205533.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224115205533.jpg,238103,image/jpeg,Y,트리케라톱스 측면
413,17,20131224115508318.JPG,016_트리케라톱스_05.JPG,thum_20131224115508318.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224115508318.JPG,240497,image/jpeg,Y,트리케라톱스 앞면
422,15,20131224120239755.JPG,004_트리케라톱스_02.JPG,thum_20131224120239755.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224120239755.JPG,348107,image/jpeg,Y,트리케라톱스 앞면
431,266,20131224130618956.JPG,032_트리케라톱스_02.JPG,thum_20131224130618956.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130618956.JPG,185598,image/jpeg,Y,트리케라톱스 골격 앞면
436,267,20131224130813333.JPG,042_트리케라톱스_04.JPG,thum_20131224130813333.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130813333.JPG,245634,image/jpeg,Y,트리케라톱스 골격 측면
441,268,20131224130943486.JPG,062_트리케라톱스_03.JPG,thum_20131224130943486.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224130943486.JPG,84673,image/jpeg,Y,트리케라톱스(왼쪽 첫번째)
446,271,20131224131301159.jpg,098_트리케라톱스뿔(맨위)_01.jpg,thum_20131224131301159.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131301159.jpg,46065,image/jpeg,Y,트리케라톱스 뿔(맨위)
450,275,20131224131707648.JPG,090_투오지앙고사우루스_01.JPG,thum_20131224131707648.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131707648.JPG,54447,image/jpeg,Y,투오지앙고사우루스 골격 측면
467,282,20131224133208864.JPG,015_타르보사우루스_04.JPG,thum_20131224133208864.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224133208864.JPG,191275,image/jpeg,Y,타르보사우루스 두개골
478,285,20131224134413199.JPG,106_코엘로피시스앞발&뒷발_01.JPG,thum_20131224134413199.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134413199.JPG,45918,image/jpeg,Y,코엘로피시스 앞발 & 뒷발
484,290,20131224135020389.jpg,106_켄트로사우루스_01.jpg,thum_20131224135020389.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135020389.jpg,83546,image/jpeg,Y,켄트로사우루스
491,292,20131224135439718.JPG,106_카우딥테릭스_03.JPG,thum_20131224135439718.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135439718.JPG,62871,image/jpeg,Y,카우딥테릭스
493,293,20131224135550461.JPG,106_카스모사우루스발골격_02.JPG,thum_20131224135550461.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135550461.JPG,48133,image/jpeg,Y,카스모사우루스 발골격
247,187,20131218210437497.jpg,23.jpg,thum_20131218210437497.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218210437497.jpg,158620,image/jpeg,Y,Assembly of IBM 1401 computers
258,198,20131218212019868.jpg,18-1.jpg,thum_20131218212019868.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131218212019868.jpg,96111,image/jpeg,Y,EMI RE 321 휴대용 테이프 녹음기
268,208,20131219093947160.jpg,113-1-NSMK-직박구리.jpg,thum_20131219093947160.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131219093947160.jpg,1962368,image/jpeg,Y,직박구리
269,209,20131219094032141.jpg,115-3-JNHM-직박구리.jpg,thum_20131219094032141.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131219094032141.jpg,97091,image/jpeg,Y,직박구리
315,235,20131223174254591.JPG,016_프시타코사우루스_01.JPG,thum_20131223174254591.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223174254591.JPG,176016,image/jpeg,Y,프시타코사우루스 실물 표본
337,244,20131223180126017.JPG,106_파키케팔로사우루스_02.JPG,thum_20131223180126017.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223180126017.JPG,74739,image/jpeg,Y,파키케팔로사우루스 뒷면
349,248,20131223181832507.JPG,034_파키케팔로사우루스_02.JPG,thum_20131223181832507.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131223181832507.JPG,314251,image/jpeg,Y,파키케팔로사우루스
372,21,20131224113706985.JPG,032_티라노사우루스_02.JPG,thum_20131224113706985.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224113706985.JPG,154340,image/jpeg,Y,티라노사우루스 두개골
391,261,20131224114546346.JPG,090_티라노사우루스_04.JPG,thum_20131224114546346.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114546346.JPG,76105,image/jpeg,Y,티라노사우루스 앞면
400,262,20131224114842245.JPG,106_티라노사우루스발골격_01.JPG,thum_20131224114842245.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224114842245.JPG,54626,image/jpeg,Y,티라노사우루스 발 골격
412,17,20131224115508174.JPG,016_트리케라톱스_04.JPG,thum_20131224115508174.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224115508174.JPG,229602,image/jpeg,Y,트리케라톱스 정면
445,270,20131224131153794.JPG,090_트리케라톱스_03.JPG,thum_20131224131153794.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131153794.JPG,69250,image/jpeg,Y,트리케라톱스 후면
454,275,20131224131708168.JPG,090_투오지앙고사우루스_05.JPG,thum_20131224131708168.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224131708168.JPG,56556,image/jpeg,Y,투오지앙고사우루스 골격 뒷면
473,285,20131224134412558.JPG,106_코엘로피시스_02.JPG,thum_20131224134412558.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134412558.JPG,47781,image/jpeg,Y,코엘로피시스 골반 골격
479,286,20131224134522562.JPG,032_코엘로피시스_01.JPG,thum_20131224134522562.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224134522562.JPG,183977,image/jpeg,Y,코엘로피시스 골격
485,290,20131224135020493.JPG,106_켄트로사우루스발골격_01.JPG,thum_20131224135020493.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135020493.JPG,38509,image/jpeg,Y,켄트로사우루스 발 골격
490,292,20131224135439576.JPG,106_카우딥테릭스_02.JPG,thum_20131224135439576.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135439576.JPG,59818,image/jpeg,Y,카우딥테릭스
492,293,20131224135550340.JPG,106_카스모사우루스발골격_01.JPG,thum_20131224135550340.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135550340.JPG,44110,image/jpeg,Y,카스모사우루스 발골격
496,295,20131224135807651.JPG,004_카르노타우루스_01.JPG,thum_20131224135807651.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135807651.JPG,170271,image/jpeg,Y,카르노타우루스 앞면
497,295,20131224135807797.JPG,004_카르노타우루스_02.JPG,thum_20131224135807797.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224135807797.JPG,173827,image/jpeg,Y,카르노타우루스 앞면
498,296,20131224140020488.JPG,062_이구아노돈_01.JPG,thum_20131224140020488.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140020488.JPG,78937,image/jpeg,Y,이구아노돈 정면
507,299,20131224140524189.JPG,106_유오플로케팔루스발골격_01.JPG,thum_20131224140524189.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140524189.JPG,44570,image/jpeg,Y,유오플로케팔루스 발 골격
508,299,20131224140524331.JPG,106_유오플로케팔루스발골격_02.JPG,thum_20131224140524331.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140524331.JPG,45279,image/jpeg,Y,유오플로케팔루스 발 골격
509,300,20131224140842303.JPG,058_오우라노사우루스_01.JPG,thum_20131224140842303.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140842303.JPG,245016,image/jpeg,Y,오우라노사우루스 측면
514,301,20131224140901911.JPG,032_디플로도쿠스_02.JPG,thum_20131224140901911.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224140901911.JPG,102307,image/jpeg,Y,디플로도쿠스 골격
515,302,20131224141042169.JPG,004_디플로도쿠스_01.JPG,thum_20131224141042169.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141042169.JPG,321354,image/jpeg,Y,디플로도쿠스 측면
526,307,20131224141520578.JPG,106_람베오사우루스두개골_01.JPG,thum_20131224141520578.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141520578.JPG,59617,image/jpeg,Y,람베오사우루스 두개골
531,311,20131224141920021.JPG,004_오르니톨레스테스_01.JPG,thum_20131224141920021.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141920021.JPG,363401,image/jpeg,Y,오르니톨레스테스 후면
533,311,20131224141920359.JPG,004_오르니톨레스테스_03.JPG,thum_20131224141920359.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224141920359.JPG,366391,image/jpeg,Y,오르니톨레스테스 측면
535,313,20131224142427591.jpg,098_에오랩터(오른쪽)_01.jpg,thum_20131224142427591.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142427591.jpg,34638,image/jpeg,Y,에오랍토르 두개골(오른쪽)
536,314,20131224142542143.jpg,010_에드몬토사우루스_01.jpg,thum_20131224142542143.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142542143.jpg,284867,image/jpeg,Y,에드몬토사우루스 윗면
538,316,20131224142724405.JPG,042_에드몬토사우루스_01.JPG,thum_20131224142724405.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142724405.JPG,191877,image/jpeg,Y,에드몬토사우루스 두개골
540,318,20131224142843368.JPG,106_레소토사우루스발골격_01.JPG,thum_20131224142843368.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142843368.JPG,34560,image/jpeg,Y,레소토사우루스 발 골격
541,318,20131224142843491.JPG,106_레소토사우루스발골격_02.JPG,thum_20131224142843491.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142843491.JPG,39672,image/jpeg,Y,레소토사우루스 발 골격
542,319,20131224142849542.jpg,106_에드몬토사우루스_01.jpg,thum_20131224142849542.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142849542.jpg,90490,image/jpeg,Y,에드몬토사우루스
544,319,20131224142849815.JPG,106_에드몬토사우루스발골격_01.JPG,thum_20131224142849815.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224142849815.JPG,45057,image/jpeg,Y,에드몬토사우루스 발 골격
546,320,20131224144413933.jpg,106_알베르토사우루스_01.jpg,thum_20131224144413933.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224144413933.jpg,83579,image/jpeg,Y,알베르토사우루스 골격
547,320,20131224144414050.JPG,106_알베르토사우루스_02.JPG,thum_20131224144414050.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224144414050.JPG,74008,image/jpeg,Y,알베르토사우루스 골격
550,323,20131224144735453.JPG,032_알로사우루스_01.JPG,thum_20131224144735453.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224144735453.JPG,228685,image/jpeg,Y,알로사우루스 골격 측면
551,323,20131224144735605.JPG,032_알로사우루스_02.JPG,thum_20131224144735605.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224144735605.JPG,194504,image/jpeg,Y,알로사우루스 골격 측면
553,323,20131224144735895.JPG,032_알로사우루스_04.JPG,thum_20131224144735895.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224144735895.JPG,101408,image/jpeg,Y,알로사우루스 골격 후면
554,324,20131224145021752.JPG,032_루펭고사우루스_01.JPG,thum_20131224145021752.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224145021752.JPG,290442,image/jpeg,Y,루펭고사우루스 측면
666,378,20131224162655464.JPG,014_스테고사우루스_03.JPG,thum_20131224162655464.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162655464.JPG,211675,image/jpeg,Y,스테고사우루스 후면
679,383,20131224163146210.JPG,062_스테고사우루스_03.JPG,thum_20131224163146210.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163146210.JPG,82111,image/jpeg,Y,스테고사우루스 새끼 후면
680,384,20131224163226308.JPG,076_스테고사우루스_01.JPG,thum_20131224163226308.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163226308.JPG,63466,image/jpeg,Y,스테고사우루스 측면
682,385,20131224163921235.JPG,090_스테고사우루스_02.JPG,thum_20131224163921235.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163921235.JPG,46321,image/jpeg,Y,스테고사우루스 측면
686,387,20131224164146158.JPG,106_스테고사우루스_02.JPG,thum_20131224164146158.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224164146158.JPG,74718,image/jpeg,Y,스테고사우루스 골격
690,389,20131224171029783.JPG,030_2인용축구로봇_01.JPG,thum_20131224171029783.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171029783.JPG,236379,image/jpeg,Y,2인용축구로봇
696,390,20131224171215137.JPG,036_2인용축구로봇_04.JPG,thum_20131224171215137.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171215137.JPG,241217,image/jpeg,Y,2인용축구로봇
702,391,20131224171606728.JPG,040_격투로봇_05.JPG,thum_20131224171606728.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171606728.JPG,151790,image/jpeg,Y,격투로봇
712,393,20131224171844791.JPG,016_댄싱로봇_02.JPG,thum_20131224171844791.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224171844791.JPG,150973,image/jpeg,Y,댄싱로봇
722,395,20131224172207495.JPG,016_키보3.0_04.JPG,thum_20131224172207495.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172207495.JPG,166664,image/jpeg,Y,키보3.0 후면
731,397,20131224172800636.JPG,040_휴보_05.JPG,thum_20131224172800636.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172800636.JPG,165889,image/jpeg,Y,휴보
732,398,20131224172917431.JPG,086_휴보_01.JPG,thum_20131224172917431.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224172917431.JPG,80333,image/jpeg,Y,휴보
591,344,20131224150145224.jpg,107_안킬로사우루스_01.jpg,thum_20131224150145224.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150145224.jpg,77773,image/jpeg,Y,안킬로사우루스 측면
593,345,20131224150310564.JPG,014_아파토사우르스_02.JPG,thum_20131224150310564.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150310564.JPG,170509,image/jpeg,Y,이빨과 위석
600,348,20131224150454866.JPG,090_아파토사우루스_01.JPG,thum_20131224150454866.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150454866.JPG,43991,image/jpeg,Y,아파토사우루스 측면
605,351,20131224150630092.jpg,025_벨로키랍토르_01.jpg,thum_20131224150630092.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150630092.jpg,206674,image/jpeg,Y,벨로키랍토르 앞면
607,352,20131224150709809.JPG,042_벨로키랍토르_02.JPG,thum_20131224150709809.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150709809.JPG,238551,image/jpeg,Y,벨로키랍토르 골격
611,355,20131224150914243.JPG,106_스티라코사우루스_01.JPG,thum_20131224150914243.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224150914243.JPG,76401,image/jpeg,Y,스티라코사우루스 두개골
614,356,20131224151001796.JPG,106_벨로키랍토르_01.JPG,thum_20131224151001796.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151001796.JPG,68478,image/jpeg,Y,벨로키랍토르 측면
619,356,20131224151002452.JPG,106_벨로키랍토르앞발&뒷발_01.JPG,thum_20131224151002452.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151002452.JPG,50697,image/jpeg,Y,벨로키랍토르 앞발 & 뒷발
620,356,20131224151002597.JPG,106_벨로키랍토르차골_01.JPG,thum_20131224151002597.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151002597.JPG,42652,image/jpeg,Y,벨로키랍토르 차골
624,357,20131224151025812.JPG,042_스피노사우루스_04.JPG,thum_20131224151025812.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151025812.JPG,275082,image/jpeg,Y,스피노사우루스 골력 측면
625,358,20131224151110274.jpg,010_브라키오사우루스_01.jpg,thum_20131224151110274.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151110274.jpg,203755,image/jpeg,Y,브라키오사우루스 측면
626,358,20131224151110421.jpg,010_브라키오사우루스_02.jpg,thum_20131224151110421.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151110421.jpg,204741,image/jpeg,Y,브라키오사우루스 측면
628,359,20131224151208765.JPG,004_스피노사우루스_01.JPG,thum_20131224151208765.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151208765.JPG,368303,image/jpeg,Y,스피노사우루스 측면
629,359,20131224151208901.JPG,004_스피노사우루스_02.JPG,thum_20131224151208901.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151208901.JPG,346047,image/jpeg,Y,스피노사우루스 후면
633,360,20131224151231340.JPG,090_브라키오사우루스_03.JPG,thum_20131224151231340.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151231340.JPG,69276,image/jpeg,Y,브라키오사우루스
634,360,20131224151231470.JPG,090_브라키오사우루스_04.JPG,thum_20131224151231470.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151231470.JPG,54211,image/jpeg,Y,브라키오사우루스
637,362,20131224151325818.JPG,062_브라키오사우르스_01.JPG,thum_20131224151325818.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151325818.JPG,55569,image/jpeg,Y,브라키오사우르스
638,363,20131224151415436.JPG,106_시노사우롭테릭스_01.JPG,thum_20131224151415436.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151415436.JPG,60490,image/jpeg,Y,시노사우롭테릭스 측면
639,363,20131224151415577.JPG,106_시노사우롭테릭스_02.JPG,thum_20131224151415577.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151415577.JPG,62564,image/jpeg,Y,시노사우롭테릭스
646,367,20131224151650525.jpg,010_세이스모사우루스_01.jpg,thum_20131224151650525.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224151650525.jpg,270050,image/jpeg,Y,세이스모사우루스 측면
653,371,20131224161327960.JPG,049_훈민정음자_월인천강지곡_01.JPG,thum_20131224161327960.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161327960.JPG,206279,image/jpeg,Y,월인천강지곡
655,371,20131224161328258.JPG,049_훈민정음자_월인천강지곡_03.JPG,thum_20131224161328258.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161328258.JPG,211592,image/jpeg,Y,월인천강지곡
656,372,20131224161414174.jpg,059_훈민정음자_01.jpg,thum_20131224161414174.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20131224161414174.jpg,46758,image/jpeg,Y,훈민정음자
664,378,20131224162655151.JPG,014_스테고사우루스_01.JPG,thum_20131224162655151.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224162655151.JPG,240116,image/jpeg,Y,스테고사우루스 전면
674,382,20131224163040815.JPG,004_스테고사우루스_03.JPG,thum_20131224163040815.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163040815.JPG,334991,image/jpeg,Y,스테고사우루스 앞면
676,382,20131224163041090.JPG,004_스테고사우루스_05.JPG,thum_20131224163041090.JPG,https://smart.science.go.kr/upload_data/subject/link/thum_20131224163041090.JPG,181944,image/jpeg,Y,스테고사우루스 측면
1057,1051,20141230090913527.jpg,그라플렉스.jpg,thum_20141230090913527.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20141230090913527.jpg,51264,image/jpeg,Y,
1066,1060,20141230091326950.jpg,올림푸스펜EE.jpg,thum_20141230091326950.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091326950.jpg,61927,image/jpeg,Y,
1069,1063,20141230091431895.jpg,코닥레티나3C.jpg,thum_20141230091431895.jpg,https://smart.science.go.kr/upload_data/subject/link/thum_20141230091431895.jpg,79704,image/jpeg,Y,
